file_name,timestamp_sec,label
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,0.058,ambient_noise
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,0.522,racket_hit
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,1.045,shoe_squeak
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,1.347,racket_hit
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,1.753,ambient_noise
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,1.950,shoe_squeak
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,2.612,shoe_squeak
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,2.961,racket_hit
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,4.516,grunt_speech
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,5.248,ambient_noise
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,5.561,ambient_noise
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,6.177,racket_hit
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,6.908,racket_hit
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,7.558,ambient_noise
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,8.220,racket_hit
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,8.928,shoe_squeak
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,9.555,racket_hit
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,10.182,shoe_squeak
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,10.704,racket_hit
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,11.831,ambient_noise
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,12.016,racket_hit
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,13.212,racket_hit
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,13.804,shoe_squeak
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,14.025,shoe_squeak
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,14.350,racket_hit
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,15.999,racket_hit
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,16.567,ambient_noise
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,19.749,ambient_noise
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,19.901,racket_hit
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,20.863,ambient_noise
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,23.673,racket_hit
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,24.404,racket_hit
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,25.345,shoe_squeak
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,25.612,ambient_noise
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,25.844,racket_hit
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,26.982,racket_hit
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,27.957,ambient_noise
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,29.698,racket_hit
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,30.387,racket_hit
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,31.405,ambient_noise
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,34.934,racket_hit
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,35.550,racket_hit
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,36.084,ambient_noise
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,36.537,ambient_noise
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,36.827,ambient_noise
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,37.245,racket_hit
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,37.640,ambient_noise
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,38.150,racket_hit
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,39.033,shoe_squeak
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,39.555,racket_hit
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,43.027,racket_hit
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,43.595,racket_hit
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,44.907,racket_hit
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,45.778,shoe_squeak
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,46.068,racket_hit
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,46.440,ambient_noise
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,47.218,shoe_squeak
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,47.543,ambient_noise
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,48.065,ambient_noise
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,48.402,racket_hit
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,48.971,shoe_squeak
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,49.412,racket_hit
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,49.784,ball_bounce
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,50.457,racket_hit
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,51.850,racket_hit
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,52.280,ball_bounce
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,52.558,ambient_noise
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,56.575,racket_hit
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,57.318,racket_hit
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,58.120,ambient_noise
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,58.514,racket_hit
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,59.408,ambient_noise
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,59.942,racket_hit
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,60.465,shoe_squeak
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,61.045,racket_hit
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,62.253,racket_hit
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,62.914,shoe_squeak
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,63.367,shoe_squeak
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,63.588,racket_hit
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,64.679,ambient_noise
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,64.842,racket_hit
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,65.434,ambient_noise
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,65.596,ambient_noise
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,66.026,shoe_squeak
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,66.421,racket_hit
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,67.442,racket_hit
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,67.535,ambient_noise
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,68.394,ambient_noise
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,69.288,racket_hit
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,69.915,ambient_noise
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,70.356,racket_hit
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,71.053,ambient_noise
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,71.610,racket_hit
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,71.970,shoe_squeak
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,73.456,racket_hit
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,74.048,grunt_speech
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,77.137,racket_hit
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,78.205,ambient_noise
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,80.376,racket_hit
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,80.980,racket_hit
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,81.305,ambient_noise
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,85.983,racket_hit
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,86.727,racket_hit
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,87.133,shoe_squeak
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,87.609,ball_bounce
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,90.895,racket_hit
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,91.556,racket_hit
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,92.857,racket_hit
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,94.087,shoe_squeak
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,94.586,racket_hit
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,95.271,grunt_speech
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,98.604,racket_hit
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,99.010,ambient_noise
Nick Kyrgios vs Roger Federer Match - Miami 2017 Condensed Match Highlights.mp4,100.078,racket_hit
